trading_day,nav_p05,nav_median,nav_p95
175,195.21848087442336,240.72842435866275,296.45683279587416
176,195.59232196105657,240.87592468993427,297.019707132828
177,195.13718022040587,240.9002493168863,297.00467993714454
178,195.28916468364426,241.00001157053057,297.0416436638197
179,195.35306514819112,241.1265324041671,297.6841689736252
180,195.49165698035952,241.5498979177322,298.49091840182956
181,195.26609191694246,241.9854609972038,299.1928907371616
182,195.49357701673628,242.2836029764935,299.8697059981733
183,195.68699652132028,242.2919713302619,300.4386532555731
184,195.4854398568804,242.47739297461322,300.9274567584953
185,195.29630435223052,242.70935102769192,300.7838407217503
186,195.76965485037505,242.90379178788993,301.46869291935894
187,195.65014583320954,243.29405425377405,301.78589256016056
188,195.7589335131154,243.4139011239256,302.2564073306599
189,195.6565441700736,243.73051669199876,302.9342617851874
190,195.98544808801924,243.98713710387918,302.82711741555084
191,195.78471299746946,244.12431882006348,303.21799696514194
192,195.7960944743703,244.36650415950965,303.79701774410063
193,195.83479542277772,244.48757813027834,304.2027150769846
194,195.83685061503195,244.48084328384675,303.8650937697753
195,195.70634011500874,244.9635259167436,304.5326592401047
196,195.77295801878688,245.29283659636585,305.4529003513467
197,195.90028070034109,245.44270306645956,305.98498603369103
198,195.86362158267343,245.5912299351678,306.3161576358188
199,195.78973522395276,245.81425861933013,306.46518686439447
200,196.03407660189865,246.08076196873355,306.7770826704299
201,196.34905517580623,246.11360445340023,307.3377272930869
202,195.95212800032405,246.30835522090052,307.87539258491245
203,196.21869854720887,246.68283921840248,308.5125015104754
204,196.44499046190595,246.72351829634758,309.0065710295426
205,196.54282793126472,246.94901846982657,309.08952965463925
206,196.58606308688726,247.16036485003917,309.1902690422531
207,196.64591220184244,247.3265450684412,309.4983783501342
208,196.39396666960164,247.52435879836634,310.0926588336345
209,196.3208373445756,247.87943270020259,310.06922179444405
210,196.23009083654662,248.0506266315935,310.5253502023493
211,196.3052650532846,248.0846336100604,311.22377928067567
212,196.2097867248014,248.2852387779859,311.84253221009254
213,196.43966322302342,248.50498596392293,311.91854297238234
214,196.6483691487046,248.74263063021544,312.4146874029812
215,196.93623128301198,249.01962976933302,313.64499110346935
216,197.10229570862495,249.26373292792732,314.29418676787037
217,197.08749644739947,249.34230028446018,313.8267971455874
218,197.34183568467316,249.65729389084825,314.891905824659
219,197.22846170882255,250.05383644106604,314.92977333216396
220,197.6257599951061,250.0973271453238,315.46692712119824
221,197.29647276085163,250.31269557715294,315.6658544610321
222,197.28550901870844,250.3644831508123,316.33964836805006
223,197.8433949368296,250.30207997203328,315.99359419953487
224,197.7270054733318,250.66960145969364,316.55589813294466
225,197.75317101317907,250.833109518406,317.2755324976535
226,197.4366796802429,251.21943834425616,317.7563160115115
227,197.75331568745798,251.41235400914616,317.9160585214837
228,197.63722075452472,251.5919993328687,318.2909078311444
229,197.6176432549354,251.79939896845394,318.6502107058558
230,198.1116306755003,251.77292667072862,319.3157461132647
231,197.93576575716367,252.08604781656686,320.43660401742073
232,197.7476201241414,252.48702881415255,320.2569425291376
233,197.99872242955445,252.6269269981662,321.1439219229982
234,198.1559470164206,252.70089916594526,321.5542228755991
235,198.16369209919176,252.81332453009315,322.09438653071356
236,198.22456704694721,252.98988091062967,322.8755953312148
237,198.1940395581544,253.0306396218621,323.0874372584133
238,198.3153376233169,253.31236585167176,323.49237881284995
239,198.3829453904756,253.36543295686025,324.0957907904996
240,198.62955036034265,253.59180779394808,325.02721552051537
241,198.4284126339041,253.83581773231475,325.4150331478511
242,198.58277550711304,254.17542949471078,325.87157924467675
243,198.2694254708937,254.45018995271863,326.5781347160558
244,198.3284677451075,254.93817236484875,326.9549824875582
245,198.62438445190165,254.97859503740767,326.73490826550636
246,198.63047836880762,255.19142687095058,326.7227319066431
247,198.69132349032705,255.2405289008899,327.26170896697926
248,199.0905683004584,255.37184205694,327.6747802046081
249,198.53660263985694,255.30335993130808,328.67122700108325
250,198.79342826919475,255.7865561007597,329.16236484875697
251,198.93932932208,255.94082209699204,329.1742530242722
252,199.0195450934982,256.32893491095774,329.7585805753016
253,199.0578175223921,256.61349126031047,329.8291863889688
254,199.08184279330226,256.76156859583295,330.3180801524959
255,199.21921390665025,256.8158040809602,330.9463307342213
256,199.87398746202874,257.0517707330861,331.6197508877167
257,199.9782072839026,257.40487349736304,331.70117851706476
258,200.2257929248351,257.8586128562198,332.5231335632277
259,200.23325015569708,257.8125976526334,332.77491739812325
260,200.13531947477347,258.15846344442156,333.4748613260602
261,200.031249462511,258.25889228853714,334.2653602082497
262,200.38389982639694,258.45141702513035,334.15791270784337
263,200.27107001459416,258.87281911907286,334.9729752121297
264,200.2941355232881,259.12687973589027,335.65736990487574
265,200.00260693647087,259.3829333764209,335.4766062094387
266,200.32718559942174,259.78882138486404,336.2008774692573
267,200.231968478689,259.96689698846586,336.5186320371633
268,200.3376953963333,259.9429836601843,337.0613749853291
269,200.33593608908015,260.1113177997057,337.92372538469544
270,200.75680214223664,260.38028176224884,338.3863323000632
271,200.74829011380237,260.7440635683246,338.4734033058882
272,200.78012926737142,260.96421298072084,338.7957842516777
273,200.76200780599072,261.3544943943387,339.50999164962286
274,200.94615120103185,261.42723043826857,339.0392942614026
275,201.65559083056905,261.79637477933676,339.22869761054926
276,201.63996786915254,262.1274862564738,339.7276963474544
277,201.51511476059054,262.05104932590933,340.25655602712567
278,201.58410509914756,262.4063849607074,341.0730668459572
279,201.5214862472209,262.4963039166163,341.46156396435424
280,201.3501008400875,262.57409366358297,342.10799650472586
281,201.4232880945113,262.6926124769672,342.9259737387609
282,201.73546107725363,262.8347434285098,343.0430137517821
283,201.7773716425309,262.89644011424645,343.6566373022077
284,202.17900376144087,263.326133691936,344.15822131060713
285,201.96192406302168,263.69437058951,344.61526356062797
286,202.30296237158376,263.9093076979656,344.8242089492395
287,202.58516304059785,264.04692407639243,345.8288304215332
288,202.68034470486805,264.2563889533308,346.20134249203323
289,202.567500981115,264.64340426190313,346.355602703131
290,202.55763125997234,264.77133299565895,347.4951544072906
291,202.65136010460193,264.88929871503336,347.914926343289
292,202.4930413772459,265.2873041095397,348.223927900561
293,202.69901456184547,265.12166577579353,348.4582563982583
294,202.68035196968452,265.6649248312244,349.3567966737931
295,202.94983127677094,265.57928406809526,349.6353746039018
296,202.8346047240469,265.80230316601376,350.77408554076226
297,203.14939113384034,265.9746043882812,351.318971628622
298,203.03258507373056,266.1751721342431,351.6931015681824
299,203.13479290284172,266.5128303121783,352.1629618116467
300,203.33967295785368,266.64752138606866,352.4928812564859
301,203.15085665824273,266.6436782085386,353.0705791792494
302,203.02290515750397,267.00380805061184,353.6644541361135
303,202.9473741307609,267.3300437771204,354.6206395952685
304,203.2025928533551,267.64964743633686,354.4733170354932
305,203.25853040552306,267.9522445358772,354.65087482669946
306,203.62026609384893,267.96953199691865,355.28362895711456
307,203.44096226159527,268.0020545234813,355.42358136386343
308,203.87959461253152,268.5379139162176,356.1352482718592
309,203.6496168462331,268.78052233947454,356.26352102841304
310,203.68304615351826,269.1362147067173,356.6599239966673
311,203.932899538199,269.3177407394677,357.01006841084677
312,203.9294924935028,269.8493378388893,357.60023717162863
313,204.3286487351869,269.8629500600284,358.1293581738997
314,204.2891230759721,269.9403847998335,358.9641232770437
315,204.09187175940409,270.58598641122916,359.3553692115885
316,204.6084442071683,270.77800322473786,359.2388864663631
317,204.94786752070874,270.9308929163964,359.76984323090784
318,204.9146096042547,271.26443427652146,360.2749347570005
319,204.79789230259908,271.6122466580487,360.8911353706763
320,204.77271076456054,271.7753902455984,361.3902524559506
321,204.83199300134203,272.05058423532137,361.6330922495318
322,205.17318939633716,272.29207295291496,362.8179373273819
323,205.30223686241084,272.58632236897523,362.8726091074712
324,205.69633737085397,273.077880919349,363.620699383085
325,205.95582675545498,273.19745626053134,363.95469145897744
326,206.11021254540316,273.5199361764921,364.57652334286564
327,205.95992454687524,273.66501899409343,364.70160862517946
328,206.36033221810874,273.70278406160605,365.27398243496776
329,206.57716266405654,273.9628283035726,365.76136059452983
330,206.48580499048865,274.3216579227401,365.28547033319535
331,206.38610066402137,274.31583193961023,366.40566101844
332,206.2929304693694,274.6835310706997,367.0892300698427
333,206.51307862746566,274.68579032985303,367.65944709965714
334,206.45908275305175,275.0884051166935,368.084831605831
335,206.64434309527948,275.3079297433963,368.6779343835228
336,206.87923189722196,275.652851222809,368.73668310744864
337,207.08418798003387,275.83465581102104,368.51487631688815
338,206.81018292110278,276.0676737748371,369.13815813485735
339,206.8886756978557,276.31378673509516,370.3065024037542
340,207.29820815542152,276.4331057265415,371.0370833034415
341,207.12700792529276,276.7694709581367,371.6051842807447
342,206.9992135658767,276.9908602529367,371.4177800890804
343,207.15562195998103,277.12894042316066,371.4331978151307
344,207.08847058989858,277.1991896651746,371.6204158492789
345,207.6273430918888,277.4568013853776,372.20797554945295
346,207.51018246901026,277.6932269798484,372.4770287665709
347,207.52691768133832,278.0408069372469,373.4174378337779
348,207.997024328762,278.53337721109665,374.207494774988
349,207.90190812448532,278.6042028272842,374.740122038632
350,208.05718811028441,278.8023826053843,375.4846083523308
351,207.87264290719284,279.06146390455865,374.33475183336014
352,208.21194379843155,279.04693202756914,375.24653105818606
353,207.95084816716,279.49601749796705,375.32912813855444
354,208.01709416143026,279.42809241715327,376.26645179978544
355,208.15249619743057,279.8196548861628,375.6680500316819
356,208.22883991882597,280.08957069073415,376.37711184709764
357,208.25101833868482,280.048828766185,377.3177674626703
358,208.3686268046012,280.3129201156549,377.42550716513256
359,208.35950438703105,280.50703570986605,378.43208260392515
360,208.39573841389972,280.8250903559108,379.3854267469674
361,208.48129799602424,281.2836550207131,379.97314566243296
362,208.63435649951376,281.4043586270756,380.26615960470906
363,208.65556733801435,281.98041846037086,381.17422083362897
364,208.70623553304762,281.8260742658237,381.42682865626114
365,208.92906789956288,281.9761107567705,382.3448736417203
366,208.8075508945022,282.3719955042384,382.139076108428
367,208.63727368087237,282.5459697383626,382.2946223045976
368,209.1554536745921,282.84609326252223,382.84258444367435
369,208.91866782997994,282.99025930767755,383.54634870516986
370,208.94747790570432,283.1943704488883,384.0058783029026
371,209.07082761263234,283.7981625722987,384.4983333305544
372,209.02751493426067,284.19889852356204,385.82684898261357
373,209.19191046613662,284.4530291946236,386.5844519932409
374,208.92869567971215,284.82228884054507,386.3942510523759
375,209.37060340097267,284.9193321921372,386.904240654701
376,209.80541986293778,285.0752710650122,387.75640484748396
377,210.06560127313438,285.5133966478586,388.3665750861059
378,210.15196544431612,285.8546297693737,388.6779987990492
379,210.16346271709412,286.06849682856125,389.6015103754462
380,209.81231910257898,286.27358962260377,389.6809347206386
381,210.15352120325667,286.203098307272,390.11831276333726
382,210.1817492509383,286.3876000786844,391.0077184914699
383,210.64499243334384,286.80391141607606,391.260198397186
384,210.66452378534544,287.05541020424494,391.68678714550293
385,210.92400124805835,287.2348400242049,392.1386161816193
386,211.16151507899735,287.48170781103363,392.7504398001227
387,211.2761131333245,287.53452021110553,392.98902445926115
388,211.42519326463955,287.73596221310163,393.88981373107316
389,211.24759388436257,287.913933466814,393.8055669810793
390,211.95831493238038,288.3140678917377,395.2204048405464
391,211.3167614271348,288.6322256340742,395.40217700526864
392,211.2215715485046,289.02792000709803,395.7350471947618
393,211.4943522005008,288.92677398627825,396.7133037128864
394,211.35870774549767,289.3353096718364,396.4952908757114
395,211.7205275296464,289.80362531253235,396.3134167701511
396,212.19926761478902,289.92107231117154,397.6886900522689
397,212.506437299731,290.1433444489153,397.6645947838484
398,212.45487480338707,290.46156932727916,398.7281369920938
399,212.4978770848646,290.7007617225985,398.4728709401839
400,212.25413101585798,290.9402549558039,399.8637379602305
401,212.60568760715967,290.86839025363497,400.62444934524666
402,212.21457085726848,291.34246497964443,401.6325563406396
403,212.35513364407507,291.3295603230279,402.16822775856605
404,212.41294536462087,291.61012160551286,402.2274468815385
405,212.57162720788855,291.74768482943443,402.48382286989073
406,212.42413202491244,291.9507710169248,403.09234984695166
407,212.72320347617284,292.0818258296954,404.23409994953
408,212.89752815705097,292.51143789294434,403.8247379286717
409,213.15912293915048,292.6256023891066,404.61430104737616
410,213.07960894031265,293.19402726989586,405.4179660304785
411,213.35394993756537,293.44346380634437,405.94986879756857
412,213.05418245025604,293.36740539124276,406.7143857086532
413,212.85769313013773,293.68496360264726,406.5571448724318
414,213.217103087375,294.1109140504875,406.34776382090223
415,213.50737618784402,294.49547034701254,407.59044700597445
416,213.7922867507878,294.5284524615766,408.0505429869078
417,213.97270809979503,294.84581108390034,408.70462221043874
418,214.11802246943253,295.2126991499727,408.70039378654764
419,213.94341471676412,295.56987811041824,408.14478533109633
420,214.28248295823036,295.71439426457187,409.0296404086251
421,214.56657820602788,295.78824006779917,410.3307306262191
422,214.27643601538315,295.88951655688703,411.30284186743825
423,214.3484360329923,296.11240355113017,411.2146021505132
424,214.32648109194503,295.9992498186922,412.24773609223206
425,214.80249107566488,296.42563161485083,412.79174096551515
426,215.21163017654754,296.74058464882523,412.95858800747726
427,214.80132146708564,296.77687530588753,413.29310158001164
428,214.71554171866933,297.155750563011,413.5649463783122
429,214.95944483513344,297.4200400970767,414.01101643460584
430,215.03726625775565,297.72846243497617,414.95329391787857
431,215.13101829205124,298.07149166126135,415.4887137439045
432,215.43692800290822,298.08746165707953,415.6038529992442
433,215.91004659111888,298.6156736539127,416.39039564130854
434,215.74139102446745,298.5414372003311,416.300509304767
435,215.59119368385942,298.99353226749486,417.0363439782911
436,215.52506633592765,299.5574055417085,417.23046990847394
437,215.86649014964323,299.6185031739943,417.82183575252117
438,215.97797558066668,299.9706346831018,418.1074635128129
439,216.04960886584718,300.224640307045,419.26735765751965
440,216.4627595244763,300.6618978408761,420.3195325068078
441,216.60275039478535,300.5086388614143,421.07634028856774
442,216.495910777972,300.7604075774751,420.9273284835396
443,216.64750611140923,301.1018745504002,421.8971306783826
444,216.49604553915648,301.3232936237498,423.49716056758376
445,216.3446724224428,301.3751423537145,422.550044969569
446,216.03464139158152,301.5782857067111,422.9718282931156
447,216.29724417195487,301.943182436671,423.01760362946214
448,216.50756812005392,302.13632439272646,423.65611155904037
449,216.81501673829644,302.43705300539983,423.6644307107197
450,216.84859817406348,302.8605884201487,425.5185787745759
451,217.18142557609806,303.1112207279134,425.54158216638774
452,217.28953644866394,303.4485855742814,425.18645581949687
453,217.55855528585843,303.85038496162144,425.54576811444383
454,217.8552274729449,303.98631499607745,427.4510727564041
455,217.92947081488265,304.2232096478749,426.76046015590845
456,217.75705374753875,304.2688195046193,428.1277478791535
457,217.62190493190104,304.79072660869053,428.07861850623533
458,217.5537916792184,305.1573453120512,428.5050882970893
459,217.88085799040167,305.1325760632198,429.00020470837194
460,218.21503646259583,305.88967763542473,429.0441029382199
461,218.48452770844682,306.01318272013395,430.0960301433063
462,218.94630982491904,306.0707094645466,430.3129113367567
463,218.34704877741422,306.2820074188917,431.1230838107812
464,218.58485516977103,306.771147861013,432.022455562565
465,218.79230498167342,306.9380556880084,432.43892418760487
466,218.4813005922533,306.94662420932445,431.9698949281694
467,218.54403817538383,307.22551166643495,432.1612881749657
468,218.48483692879344,307.88799257372887,433.0956099856974
469,218.49376518607957,308.27946424085064,433.13725609231295
470,218.41743131701415,308.2837049003987,433.63663444399714
471,218.8539592318102,308.6422337057436,434.4592503788711
472,218.5699164752947,308.3658926176761,434.9258149743015
473,218.8671015096619,308.838305515127,435.30070070891287
474,218.83557909053306,309.03859047334765,435.99763964287297
475,218.84611484163742,309.3770743019524,437.2921443494131
476,218.75753708105367,309.37504243551086,436.88317212491876
477,219.03480953737196,309.5701209296858,437.93270956805793
478,219.30953236498098,309.69355855564925,438.4423824592122
479,219.46469535614085,310.14164798445483,438.65813155472483
480,219.21465556151404,311.0879261309857,439.5669128216924
481,219.32506423286895,311.01829747297825,439.798637178392
482,219.36347305773688,311.3586386028981,440.1125762451883
483,219.44872289585794,311.5912814267215,440.0139029180919
484,219.18575624846176,312.1104532674209,440.8857617782184
485,219.24268361768836,312.0384373498124,442.01074055807
486,219.2870162721034,312.2309956991149,441.72127605059137
487,219.078604152528,312.55271151579973,442.314420757273
488,219.42187572340404,313.1631050264245,443.93969449709397
489,219.63041203055312,313.12189952929174,444.0839403478316
490,219.85644672716904,313.6635495398102,444.9178848534245
491,219.78223972669704,314.0549876935471,444.7936993937678
492,219.7440960731199,314.057164073692,445.84845101995
493,219.91466589842315,314.68988909849156,445.8978250451556
494,219.67625394395432,315.0220448771193,446.13998582824445
495,219.29694236965466,315.38399782866134,446.6809232606608
496,219.6344493167516,315.608777170047,447.2763974831777
497,220.2344094807299,315.63463291093717,447.8161222050839
498,220.54144060536285,316.3043143251596,448.3791485972923
499,220.99212204324073,316.3380655263776,448.2957731519154
500,221.5278389264251,316.4137033059421,449.8272020037976
501,221.9153344833271,316.67935490246305,450.30582273237076
502,221.75102649015784,317.1539648097776,450.5143743704695
503,221.9135460492938,317.1498836847815,451.4450360550021
504,222.05898032202683,317.8042265159951,452.29624832824584
505,222.15737703277526,318.18356571338677,452.5211224202106
506,222.39379825750376,318.4487236302647,453.54122396279973
507,222.1325566031681,319.0047210181507,453.9350637470239
508,221.8928668555892,319.1923918682513,453.9129363917617
509,222.1325387810736,319.2678292766007,454.68060582943286
510,222.12832245352377,319.54375428189945,455.8552877379809
511,222.65806975386025,319.70976090650754,456.46210932482956
512,222.72800496600652,320.05721637755005,457.5445320946933
513,222.79661046739514,320.4325436371205,456.94348842897
514,222.84403690343538,320.7798862457346,457.45613355449353
515,222.91002565226867,320.902070505857,457.26210422646056
516,223.2243404247981,321.30440166881965,459.03841833931864
517,222.91746757662187,321.73695816783004,459.34513960070353
518,222.98954970155825,321.49895855424097,460.74898674829734
519,223.39292134810225,322.1066378555464,461.29819215276365
520,224.24329252335144,322.60318928012987,460.8587793996535
521,223.94756159422622,322.83762748722074,462.0106928376782
522,224.31881815993844,322.8806223548422,461.2315673874242
523,224.05438679064034,323.29618210498836,461.1724727729687
524,223.94141267534087,323.43943662091664,461.9208061252118
525,224.13844151826405,323.3644858884712,463.0497891019484
526,224.3762464357681,323.98817323277547,463.8500686523624
527,224.32093331751736,324.0791019411614,464.62054295095004
528,224.65454808281493,324.45329981163576,466.127341622392
529,224.88698330433704,324.823041725626,466.44654986941737
530,224.61758231760635,325.2060696939367,466.61391135661336
531,224.91911120152298,325.1909971701086,466.8030829053089
532,225.142517244927,325.3901699850897,468.0166035752382
533,224.8604532391915,325.5852703333601,468.3147720344444
534,225.08474755295035,325.91176805411425,468.07514282827134
535,225.3499450197282,326.0822158134131,468.3315291317838
536,225.27057200290807,326.2433733104208,468.81320768276635
537,225.6984042667252,326.79289606815587,469.29298916984015
538,226.13793301879213,326.8587024854245,469.49512071578374
