amfi_code,date,nav
120586,2013-05-20,19.02
120586,2013-05-21,18.88
120586,2013-05-22,18.84
120586,2013-05-23,18.48
120586,2013-05-24,18.57
120586,2013-05-27,18.79
120586,2013-05-28,18.87
120586,2013-05-29,18.84
120586,2013-05-30,18.92
120586,2013-05-31,18.61
120586,2013-06-03,18.48
120586,2013-06-04,18.46
120586,2013-06-05,18.47
120586,2013-06-06,18.46
120586,2013-06-07,18.38
120586,2013-06-10,18.32
120586,2013-06-11,18.1
120586,2013-06-12,18.06
120586,2013-06-13,17.86
120586,2013-06-14,18.13
120586,2013-06-17,18.22
120586,2013-06-18,18.17
120586,2013-06-19,18.23
120586,2013-06-20,17.8
120586,2013-06-21,17.81
120586,2013-06-24,17.5
120586,2013-06-25,17.49
120586,2013-06-26,17.43
120586,2013-06-27,17.67
120586,2013-06-28,18.07
120586,2013-07-01,18.19
120586,2013-07-02,18.08
120586,2013-07-03,17.81
120586,2013-07-04,18.05
120586,2013-07-05,18.12
120586,2013-07-08,18.0
120586,2013-07-09,18.14
120586,2013-07-10,18.09
120586,2013-07-11,18.36
120586,2013-07-12,18.61
120586,2013-07-15,18.75
120586,2013-07-16,18.5
120586,2013-07-17,18.43
120586,2013-07-18,18.61
120586,2013-07-19,18.66
120586,2013-07-22,18.72
120586,2013-07-23,18.85
120586,2013-07-24,18.58
120586,2013-07-25,18.34
120586,2013-07-26,18.28
120586,2013-07-29,18.1
120586,2013-07-30,17.82
120586,2013-07-31,17.89
120586,2013-08-01,17.92
120586,2013-08-02,17.79
120586,2013-08-05,17.85
120586,2013-08-06,17.45
120586,2013-08-07,17.42
120586,2013-08-08,17.6
120586,2013-08-12,17.76
120586,2013-08-13,18.05
120586,2013-08-14,18.23
120586,2013-08-16,17.66
120586,2013-08-19,17.39
120586,2013-08-20,17.44
120586,2013-08-21,17.08
120586,2013-08-22,17.33
120586,2013-08-23,17.55
120586,2013-08-26,17.6
120586,2013-08-27,17.08
120586,2013-08-28,17.03
120586,2013-08-29,17.4
120586,2013-08-30,17.62
120586,2013-09-02,17.78
120586,2013-09-03,17.26
120586,2013-09-04,17.53
120586,2013-09-05,17.97
120586,2013-09-06,18.22
120586,2013-09-10,18.7
120586,2013-09-11,18.77
120586,2013-09-12,18.61
120586,2013-09-13,18.54
120586,2013-09-16,18.56
120586,2013-09-17,18.65
120586,2013-09-18,18.8
120586,2013-09-19,19.39
120586,2013-09-20,19.15
120586,2013-09-23,18.85
120586,2013-09-24,18.86
120586,2013-09-25,18.8
120586,2013-09-26,18.79
120586,2013-09-27,18.66
120586,2013-09-30,18.44
120586,2013-10-01,18.55
120586,2013-10-03,18.88
120586,2013-10-04,18.92
120586,2013-10-07,18.92
120586,2013-10-08,19.01
120586,2013-10-09,19.25
120586,2013-10-10,19.32
120586,2013-10-11,19.52
120586,2013-10-14,19.57
120586,2013-10-15,19.48
120586,2013-10-17,19.35
120586,2013-10-18,19.74
120586,2013-10-21,19.82
120586,2013-10-22,19.77
120586,2013-10-23,19.77
120586,2013-10-24,19.76
120586,2013-10-25,19.69
120586,2013-10-28,19.55
120586,2013-10-29,19.95
120586,2013-10-30,20.05
120586,2013-10-31,20.22
120586,2013-11-01,20.25
120586,2013-11-05,20.16
120586,2013-11-06,20.09
120586,2013-11-07,19.98
120586,2013-11-08,19.93
120586,2013-11-11,19.78
120586,2013-11-12,19.59
120586,2013-11-13,19.46
120586,2013-11-14,19.66
120586,2013-11-18,20.02
120586,2013-11-19,20.06
120586,2013-11-20,19.79
120586,2013-11-21,19.41
120586,2013-11-22,19.4
120586,2013-11-25,19.77
120586,2013-11-26,19.65
120586,2013-11-27,19.68
120586,2013-11-28,19.73
120586,2013-11-29,20.02
120586,2013-12-02,20.12
120586,2013-12-03,20.05
120586,2013-12-04,19.92
120586,2013-12-05,20.22
120586,2013-12-06,20.23
120586,2013-12-09,20.55
120586,2013-12-10,20.47
120586,2013-12-11,20.39
120586,2013-12-12,20.19
120586,2013-12-13,20.0
120586,2013-12-16,20.06
120586,2013-12-17,20.0
120586,2013-12-18,20.22
120586,2013-12-19,20.12
120586,2013-12-20,20.45
120586,2013-12-23,20.45
120586,2013-12-24,20.4
120586,2013-12-26,20.43
120586,2013-12-27,20.51
120586,2013-12-30,20.43
120586,2013-12-31,20.44
120586,2014-01-01,20.46
120586,2014-01-02,20.22
120586,2014-01-03,20.26
120586,2014-01-06,20.19
120586,2014-01-07,20.08
120586,2014-01-08,20.14
120586,2014-01-09,20.16
120586,2014-01-10,20.14
120586,2014-01-13,20.38
120586,2014-01-14,20.31
120586,2014-01-15,20.52
120586,2014-01-16,20.44
120586,2014-01-17,20.3
120586,2014-01-20,20.41
120586,2014-01-21,20.44
120586,2014-01-22,20.49
120586,2014-01-23,20.44
120586,2014-01-24,20.2
120586,2014-01-27,19.76
120586,2014-01-28,19.67
120586,2014-01-29,19.7
120586,2014-01-30,19.52
120586,2014-01-31,19.75
120586,2014-02-03,19.53
120586,2014-02-04,19.53
120586,2014-02-05,19.64
120586,2014-02-06,19.73
120586,2014-02-07,19.8
120586,2014-02-10,19.82
120586,2014-02-11,19.9
120586,2014-02-12,20.0
120586,2014-02-13,19.69
120586,2014-02-14,19.82
120586,2014-02-17,19.88
120586,2014-02-18,20.0
120586,2014-02-19,20.12
120586,2014-02-20,19.95
120586,2014-02-21,20.13
120586,2014-02-24,20.19
120586,2014-02-25,20.22
120586,2014-02-26,20.33
120586,2014-02-28,20.42
120586,2014-03-03,20.3
120586,2014-03-04,20.48
120586,2014-03-05,20.61
120586,2014-03-06,20.83
120586,2014-03-07,21.16
120586,2014-03-10,21.2
120586,2014-03-11,21.12
120586,2014-03-12,21.13
120586,2014-03-13,21.1
120586,2014-03-14,21.1
120586,2014-03-18,21.21
120586,2014-03-19,21.21
120586,2014-03-20,21.08
120586,2014-03-21,21.11
120586,2014-03-24,21.4
120586,2014-03-25,21.43
120586,2014-03-26,21.47
120586,2014-03-27,21.59
120586,2014-03-28,21.77
120586,2014-03-31,21.83
120586,2014-04-01,21.82
120586,2014-04-02,21.97
120586,2014-04-03,21.87
120586,2014-04-04,21.77
120586,2014-04-07,21.77
120586,2014-04-09,22.04
120586,2014-04-10,22.03
120586,2014-04-11,22.02
120586,2014-04-15,21.86
120586,2014-04-16,21.68
120586,2014-04-17,21.95
120586,2014-04-21,22.07
120586,2014-04-22,22.09
120586,2014-04-23,22.24
120586,2014-04-25,22.08
120586,2014-04-28,22.12
120586,2014-04-29,21.96
120586,2014-04-30,21.87
120586,2014-05-02,21.91
120586,2014-05-05,21.92
120586,2014-05-06,21.98
120586,2014-05-07,21.83
120586,2014-05-08,21.88
120586,2014-05-09,22.5
120586,2014-05-12,22.99
120586,2014-05-13,23.25
120586,2014-05-14,23.28
120586,2014-05-15,23.29
120586,2014-05-16,23.6
120586,2014-05-19,23.9
120586,2014-05-20,24.0
120586,2014-05-21,23.94
120586,2014-05-22,24.06
120586,2014-05-23,24.41
120586,2014-05-26,24.38
120586,2014-05-27,24.32
120586,2014-05-28,24.41
120586,2014-05-29,24.1
120586,2014-05-30,24.05
120586,2014-06-02,24.58
120586,2014-06-03,24.76
120586,2014-06-04,24.81
120586,2014-06-05,25.05
120586,2014-06-06,25.42
120586,2014-06-09,25.63
120586,2014-06-10,25.57
120586,2014-06-11,25.48
120586,2014-06-12,25.61
120586,2014-06-13,25.24
120586,2014-06-16,25.22
120586,2014-06-17,25.56
120586,2014-06-18,25.41
120586,2014-06-19,25.27
120586,2014-06-20,25.16
120586,2014-06-23,25.12
120586,2014-06-24,25.38
120586,2014-06-25,25.3
120586,2014-06-26,25.1
120586,2014-06-27,25.22
120586,2014-06-30,25.54
120586,2014-07-01,25.74
120586,2014-07-02,25.99
120586,2014-07-03,26.0
120586,2014-07-04,26.2
120586,2014-07-07,26.19
120586,2014-07-08,25.57
120586,2014-07-09,25.44
120586,2014-07-10,25.43
120586,2014-07-11,25.03
120586,2014-07-14,25.03
120586,2014-07-15,25.37
120586,2014-07-16,25.79
120586,2014-07-17,25.88
120586,2014-07-18,25.96
120586,2014-07-21,25.93
120586,2014-07-22,26.09
120586,2014-07-23,26.07
120586,2014-07-24,26.16
120586,2014-07-25,25.94
120586,2014-07-28,25.85
120586,2014-07-30,26.06
120586,2014-07-31,25.89
120586,2014-08-01,25.61
120586,2014-08-04,25.87
120586,2014-08-05,26.04
120586,2014-08-06,25.81
120586,2014-08-07,25.77
120586,2014-08-08,25.52
120586,2014-08-11,25.67
120586,2014-08-12,25.87
120586,2014-08-13,25.85
120586,2014-08-14,26.03
120586,2014-08-18,26.34
120586,2014-08-19,26.5
120586,2014-08-20,26.45
120586,2014-08-21,26.55
120586,2014-08-22,26.68
120586,2014-08-25,26.66
120586,2014-08-26,26.67
120586,2014-08-27,26.81
120586,2014-08-28,26.9
120586,2014-09-01,27.26
120586,2014-09-02,27.52
120586,2014-09-03,27.57
120586,2014-09-04,27.49
120586,2014-09-05,27.42
120586,2014-09-08,27.68
120586,2014-09-09,27.66
120586,2014-09-10,27.54
120586,2014-09-11,27.72
120586,2014-09-12,27.79
120586,2014-09-15,27.71
120586,2014-09-16,27.23
120586,2014-09-17,27.39
120586,2014-09-18,27.81
120586,2014-09-19,27.8
120586,2014-09-22,27.85
120586,2014-09-23,27.46
120586,2014-09-24,27.41
120586,2014-09-25,27.07
120586,2014-09-26,27.26
120586,2014-09-29,27.23
120586,2014-09-30,27.23
120586,2014-10-01,27.15
120586,2014-10-07,26.88
120586,2014-10-08,26.84
120586,2014-10-09,27.16
120586,2014-10-10,26.84
120586,2014-10-13,27.02
120586,2014-10-14,26.96
120586,2014-10-16,26.51
120586,2014-10-17,26.73
120586,2014-10-20,27.16
120586,2014-10-21,27.4
120586,2014-10-22,27.61
120586,2014-10-27,27.68
120586,2014-10-28,27.8
120586,2014-10-29,27.97
120586,2014-10-30,28.26
120586,2014-10-31,28.73
120586,2014-11-03,28.71
120586,2014-11-05,28.72
120586,2014-11-07,28.7
120586,2014-11-10,28.68
120586,2014-11-11,28.79
120586,2014-11-12,28.89
120586,2014-11-13,28.76
120586,2014-11-14,28.91
120586,2014-11-17,29.03
120586,2014-11-18,29.18
120586,2014-11-19,29.03
120586,2014-11-20,29.09
120586,2014-11-21,29.32
120586,2014-11-24,29.49
120586,2014-11-25,29.21
120586,2014-11-26,29.31
120586,2014-11-27,29.41
120586,2014-11-28,29.74
120586,2014-12-01,29.6
120586,2014-12-02,29.61
120586,2014-12-03,29.79
120586,2014-12-04,29.86
120586,2014-12-05,29.71
120586,2014-12-08,29.44
120586,2014-12-09,29.11
120586,2014-12-10,29.21
120586,2014-12-11,28.93
120586,2014-12-12,28.71
120586,2014-12-15,28.66
120586,2014-12-16,28.16
120586,2014-12-17,28.03
120586,2014-12-18,28.58
120586,2014-12-19,28.85
120586,2014-12-22,29.15
120586,2014-12-23,28.94
120586,2014-12-24,28.66
120586,2014-12-26,28.74
120586,2014-12-29,28.92
120586,2014-12-30,28.96
120586,2014-12-31,29.06
120586,2015-01-01,29.08
120586,2015-01-02,29.37
120586,2015-01-05,29.32
120586,2015-01-06,28.47
120586,2015-01-07,28.38
120586,2015-01-08,28.83
120586,2015-01-09,28.98
120586,2015-01-12,29.16
120586,2015-01-13,29.11
120586,2015-01-14,28.95
120586,2015-01-15,29.63
120586,2015-01-16,29.74
120586,2015-01-19,29.98
120586,2015-01-20,30.39
120586,2015-01-21,30.45
120586,2015-01-22,30.6
120586,2015-01-23,30.84
120586,2015-01-27,31.12
120586,2015-01-28,31.2
120586,2015-01-29,31.29
120586,2015-01-30,30.86
120586,2015-02-02,30.81
120586,2015-02-03,30.59
120586,2015-02-04,30.47
120586,2015-02-05,30.39
120586,2015-02-06,30.15
120586,2015-02-09,29.76
120586,2015-02-10,30.01
120586,2015-02-11,30.24
120586,2015-02-12,30.65
120586,2015-02-13,30.94
120586,2015-02-16,30.84
120586,2015-02-18,31.03
120586,2015-02-19,31.07
120586,2015-02-20,30.9
120586,2015-02-23,30.62
120586,2015-02-24,30.56
120586,2015-02-25,30.61
120586,2015-02-26,30.31
120586,2015-02-27,30.89
120586,2015-03-02,31.47
120586,2015-03-03,31.56
120586,2015-03-04,31.27
120586,2015-03-05,31.4
120586,2015-03-09,30.76
120586,2015-03-10,30.73
120586,2015-03-11,30.74
120586,2015-03-12,31.01
120586,2015-03-13,30.63
120586,2015-03-16,30.57
120586,2015-03-17,30.88
120586,2015-03-18,30.77
120586,2015-03-19,30.53
120586,2015-03-20,30.29
120586,2015-03-23,30.1
120586,2015-03-24,30.03
120586,2015-03-25,30.04
120586,2015-03-26,29.48
120586,2015-03-27,29.51
120586,2015-03-30,30.0
120586,2015-03-31,29.99
120586,2015-04-01,30.27
120586,2015-04-06,30.41
120586,2015-04-07,30.44
120586,2015-04-08,30.69
120586,2015-04-09,30.92
120586,2015-04-10,30.98
120586,2015-04-13,31.05
120586,2015-04-15,30.77
120586,2015-04-16,30.67
120586,2015-04-17,30.37
120586,2015-04-20,29.79
120586,2015-04-21,29.6
120586,2015-04-22,29.63
120586,2015-04-23,29.51
120586,2015-04-24,29.1
120586,2015-04-27,28.8
120586,2015-04-28,29.21
120586,2015-04-29,29.22
120586,2015-04-30,29.12
120586,2015-05-04,29.62
120586,2015-05-05,29.57
120586,2015-05-06,28.76
120586,2015-05-07,28.46
120586,2015-05-08,28.91
120586,2015-05-11,29.4
120586,2015-05-12,28.73
120586,2015-05-13,29.25
120586,2015-05-14,29.27
120586,2015-05-15,29.36
120586,2015-05-18,29.71
120586,2015-05-19,29.7
120586,2015-05-20,29.83
120586,2015-05-21,29.84
120586,2015-05-22,29.91
120586,2015-05-25,29.74
120586,2015-05-26,29.62
120586,2015-05-27,29.54
120586,2015-05-28,29.48
120586,2015-05-29,29.93
120586,2015-06-01,29.88
120586,2015-06-02,29.26
120586,2015-06-03,28.98
120586,2015-06-04,29.04
120586,2015-06-05,28.94
120586,2015-06-08,28.69
120586,2015-06-09,28.68
120586,2015-06-10,29.07
120586,2015-06-11,28.52
120586,2015-06-12,28.56
120586,2015-06-15,28.64
120586,2015-06-16,28.76
120586,2015-06-17,28.87
120586,2015-06-18,29.13
120586,2015-06-19,29.31
120586,2015-06-22,29.69
120586,2015-06-23,29.76
120586,2015-06-24,29.66
120586,2015-06-25,29.75
120586,2015-06-26,29.71
120586,2015-06-29,29.43
120586,2015-06-30,29.56
120586,2015-07-01,29.92
120586,2015-07-02,29.94
120586,2015-07-03,30.09
120586,2015-07-06,30.27
120586,2015-07-07,30.26
120586,2015-07-08,29.82
120586,2015-07-09,29.74
120586,2015-07-10,29.89
120586,2015-07-13,30.21
120586,2015-07-14,30.19
120586,2015-07-15,30.4
120586,2015-07-16,30.66
120586,2015-07-17,30.74
120586,2015-07-20,30.73
120586,2015-07-21,30.58
120586,2015-07-22,30.89
120586,2015-07-23,30.9
120586,2015-07-24,30.63
120586,2015-07-27,30.05
120586,2015-07-28,30.02
120586,2015-07-29,30.21
120586,2015-07-30,30.46
120586,2015-07-31,30.84
120586,2015-08-03,30.91
120586,2015-08-04,30.97
120586,2015-08-05,31.17
120586,2015-08-06,31.13
120586,2015-08-07,31.09
120586,2015-08-10,30.95
120586,2015-08-11,30.81
120586,2015-08-12,30.41
120586,2015-08-13,30.42
120586,2015-08-14,30.95
120586,2015-08-17,30.77
120586,2015-08-18,30.8
120586,2015-08-19,30.89
120586,2015-08-20,30.45
120586,2015-08-21,30.22
120586,2015-08-24,28.37
120586,2015-08-25,28.64
120586,2015-08-26,28.36
120586,2015-08-27,28.94
120586,2015-08-28,29.16
120586,2015-08-31,29.05
120586,2015-09-01,28.37
120586,2015-09-02,28.15
120586,2015-09-03,28.59
120586,2015-09-04,27.99
120586,2015-09-07,27.57
120586,2015-09-08,28.03
120586,2015-09-09,28.51
120586,2015-09-10,28.38
120586,2015-09-11,28.36
120586,2015-09-14,28.75
120586,2015-09-15,28.6
120586,2015-09-16,28.77
120586,2015-09-18,29.11
120586,2015-09-21,29.06
120586,2015-09-22,28.51
120586,2015-09-23,28.64
120586,2015-09-24,28.73
120586,2015-09-28,28.47
120586,2015-09-29,28.62
120586,2015-09-30,28.92
120586,2015-10-01,28.81
120586,2015-10-05,29.38
120586,2015-10-06,29.43
120586,2015-10-07,29.49
120586,2015-10-08,29.29
120586,2015-10-09,29.49
120586,2015-10-12,29.39
120586,2015-10-13,29.34
120586,2015-10-14,29.28
120586,2015-10-15,29.46
120586,2015-10-16,29.72
120586,2015-10-19,29.85
120586,2015-10-20,29.85
120586,2015-10-21,29.82
120586,2015-10-23,29.92
120586,2015-10-26,29.9
120586,2015-10-27,29.89
120586,2015-10-28,29.66
120586,2015-10-29,29.48
120586,2015-10-30,29.42
120586,2015-11-02,29.46
120586,2015-11-03,29.53
120586,2015-11-04,29.44
120586,2015-11-05,29.19
120586,2015-11-06,29.23
120586,2015-11-09,29.21
120586,2015-11-10,28.74
120586,2015-11-13,28.79
120586,2015-11-16,28.9
120586,2015-11-17,28.97
120586,2015-11-18,28.66
120586,2015-11-19,29.09
120586,2015-11-20,29.16
120586,2015-11-23,29.14
120586,2015-11-24,29.08
120586,2015-11-26,29.26
120586,2015-11-27,29.45
120586,2015-11-30,29.45
120586,2015-12-01,29.51
120586,2015-12-02,29.41
120586,2015-12-03,29.22
120586,2015-12-04,28.94
120586,2015-12-07,28.89
120586,2015-12-08,28.64
120586,2015-12-09,28.31
120586,2015-12-10,28.58
120586,2015-12-11,28.26
120586,2015-12-14,28.34
120586,2015-12-15,28.44
120586,2015-12-16,28.63
120586,2015-12-17,28.93
120586,2015-12-18,28.69
120586,2015-12-21,28.97
120586,2015-12-22,28.83
120586,2015-12-23,29.08
120586,2015-12-24,29.05
120586,2015-12-28,29.25
120586,2015-12-29,29.26
120586,2015-12-30,29.15
120586,2015-12-31,29.29
120586,2016-01-01,29.4
120586,2016-01-04,28.81
120586,2016-01-05,28.79
120586,2016-01-06,28.62
120586,2016-01-07,28.01
120586,2016-01-08,28.21
120586,2016-01-11,28.01
120586,2016-01-12,27.82
120586,2016-01-13,28.0
120586,2016-01-14,27.86
120586,2016-01-15,27.47
120586,2016-01-18,27.11
120586,2016-01-19,27.41
120586,2016-01-20,27.05
120586,2016-01-21,27.01
120586,2016-01-22,27.5
120586,2016-01-25,27.55
120586,2016-01-27,27.57
120586,2016-01-28,27.47
120586,2016-01-29,27.84
120586,2016-02-01,27.82
120586,2016-02-02,27.38
120586,2016-02-03,27.02
120586,2016-02-04,27.2
120586,2016-02-05,27.58
120586,2016-02-08,27.25
120586,2016-02-09,26.79
120586,2016-02-10,26.5
120586,2016-02-11,25.69
120586,2016-02-12,25.61
120586,2016-02-15,26.35
120586,2016-02-16,25.89
120586,2016-02-17,26.0
120586,2016-02-18,26.29
120586,2016-02-19,26.37
120586,2016-02-22,26.39
120586,2016-02-23,25.92
120586,2016-02-24,25.66
120586,2016-02-25,25.42
120586,2016-02-26,25.65
120586,2016-02-29,25.55
120586,2016-03-01,26.34
120586,2016-03-02,26.89
120586,2016-03-03,27.17
120586,2016-03-04,27.28
120586,2016-03-08,27.22
120586,2016-03-09,27.38
120586,2016-03-10,27.17
120586,2016-03-11,27.18
120586,2016-03-14,27.36
120586,2016-03-15,27.21
120586,2016-03-16,27.35
120586,2016-03-17,27.47
120586,2016-03-18,27.74
120586,2016-03-21,28.07
120586,2016-03-22,28.07
120586,2016-03-23,28.09
120586,2016-03-28,27.73
120586,2016-03-29,27.66
120586,2016-03-30,28.23
120586,2016-03-31,28.28
120586,2016-04-01,28.26
120586,2016-04-04,28.44
120586,2016-04-05,27.87
120586,2016-04-06,27.86
120586,2016-04-07,27.72
120586,2016-04-08,27.81
120586,2016-04-11,28.18
120586,2016-04-12,28.3
120586,2016-04-13,28.82
120586,2016-04-18,29.09
120586,2016-04-20,29.22
120586,2016-04-21,29.24
120586,2016-04-22,29.28
120586,2016-04-25,29.17
120586,2016-04-26,29.53
120586,2016-04-27,29.53
120586,2016-04-28,29.14
120586,2016-04-29,29.19
120586,2016-05-02,29.1
120586,2016-05-03,28.89
120586,2016-05-04,28.65
120586,2016-05-05,28.73
120586,2016-05-06,28.7
120586,2016-05-09,29.1
120586,2016-05-10,29.16
120586,2016-05-11,29.07
120586,2016-05-12,29.27
120586,2016-05-13,29.06
120586,2016-05-16,29.08
120586,2016-05-17,29.2
120586,2016-05-18,29.13
120586,2016-05-19,28.86
120586,2016-05-20,28.67
120586,2016-05-23,28.62
120586,2016-05-24,28.63
120586,2016-05-25,29.25
120586,2016-05-26,29.68
120586,2016-05-27,29.94
120586,2016-05-30,30.09
120586,2016-05-31,30.06
120586,2016-06-01,30.01
120586,2016-06-02,30.16
120586,2016-06-03,30.23
120586,2016-06-06,30.16
120586,2016-06-07,30.36
120586,2016-06-08,30.43
120586,2016-06-09,30.35
120586,2016-06-10,30.26
120586,2016-06-13,30.01
120586,2016-06-14,30.11
120586,2016-06-15,30.49
120586,2016-06-16,30.32
120586,2016-06-17,30.41
120586,2016-06-20,30.59
120586,2016-06-21,30.51
120586,2016-06-22,30.48
120586,2016-06-23,30.7
120586,2016-06-24,30.12
120586,2016-06-27,30.26
120586,2016-06-28,30.37
120586,2016-06-29,30.69
120586,2016-06-30,31.07
120586,2016-07-01,31.3
120586,2016-07-04,31.5
120586,2016-07-05,31.34
120586,2016-07-07,31.36
120586,2016-07-08,31.32
120586,2016-07-11,31.82
120586,2016-07-12,32.09
120586,2016-07-13,31.97
120586,2016-07-14,32.21
120586,2016-07-15,32.18
120586,2016-07-18,32.11
120586,2016-07-19,32.21
120586,2016-07-20,32.36
120586,2016-07-21,32.16
120586,2016-07-22,32.23
120586,2016-07-25,32.59
120586,2016-07-26,32.52
120586,2016-07-27,32.61
120586,2016-07-28,32.75
120586,2016-07-29,32.69
120586,2016-08-01,32.71
120586,2016-08-02,32.63
120586,2016-08-03,32.34
120586,2016-08-04,32.37
120586,2016-08-05,32.82
120586,2016-08-08,32.89
120586,2016-08-09,32.78
120586,2016-08-10,32.33
120586,2016-08-11,32.37
120586,2016-08-12,32.62
120586,2016-08-16,32.63
120586,2016-08-17,32.64
120586,2016-08-18,32.86
120586,2016-08-19,32.87
120586,2016-08-22,32.73
120586,2016-08-23,32.68
120586,2016-08-24,32.8
120586,2016-08-25,32.64
120586,2016-08-26,32.59
120586,2016-08-29,32.67
120586,2016-08-30,33.12
120586,2016-08-31,33.34
120586,2016-09-01,33.32
120586,2016-09-02,33.41
120586,2016-09-06,33.97
120586,2016-09-07,34.02
120586,2016-09-08,34.19
120586,2016-09-09,33.85
120586,2016-09-12,33.24
120586,2016-09-14,33.31
120586,2016-09-15,33.34
120586,2016-09-16,33.45
120586,2016-09-19,33.56
120586,2016-09-20,33.6
120586,2016-09-21,33.61
120586,2016-09-22,33.99
120586,2016-09-23,33.85
120586,2016-09-26,33.5
120586,2016-09-27,33.43
120586,2016-09-28,33.51
120586,2016-09-29,32.8
120586,2016-09-30,32.92
120586,2016-10-03,33.47
120586,2016-10-04,33.59
120586,2016-10-05,33.51
120586,2016-10-06,33.36
120586,2016-10-07,33.34
120586,2016-10-10,33.36
120586,2016-10-13,32.89
120586,2016-10-14,32.97
120586,2016-10-17,32.84
120586,2016-10-18,33.46
120586,2016-10-19,33.45
120586,2016-10-20,33.57
120586,2016-10-21,33.59
120586,2016-10-24,33.61
120586,2016-10-25,33.59
120586,2016-10-26,33.32
120586,2016-10-27,33.22
120586,2016-10-28,33.36
120586,2016-11-01,33.35
120586,2016-11-02,32.92
120586,2016-11-03,32.76
120586,2016-11-04,32.49
120586,2016-11-07,32.8
120586,2016-11-08,32.88
120586,2016-11-09,32.57
120586,2016-11-10,33.21
120586,2016-11-11,32.37
120586,2016-11-15,31.67
120586,2016-11-16,31.69
120586,2016-11-17,31.63
120586,2016-11-18,31.58
120586,2016-11-21,30.99
120586,2016-11-22,31.22
120586,2016-11-23,31.4
120586,2016-11-24,31.18
120586,2016-11-25,31.74
120586,2016-11-28,31.76
120586,2016-11-29,31.81
120586,2016-11-30,32.15
120586,2016-12-01,31.97
120586,2016-12-02,31.66
120586,2016-12-05,31.88
120586,2016-12-06,31.85
120586,2016-12-07,31.66
120586,2016-12-08,32.18
120586,2016-12-09,32.26
120586,2016-12-12,31.93
120586,2016-12-13,32.08
120586,2016-12-14,31.85
120586,2016-12-15,31.72
120586,2016-12-16,31.71
120586,2016-12-19,31.59
120586,2016-12-20,31.47
120586,2016-12-21,31.43
120586,2016-12-22,31.08
120586,2016-12-23,31.12
120586,2016-12-26,30.77
120586,2016-12-27,31.22
120586,2016-12-28,31.28
120586,2016-12-29,31.6
120586,2016-12-30,31.87
120586,2017-01-02,31.91
120586,2017-01-03,32.05
120586,2017-01-04,31.99
120586,2017-01-05,32.34
120586,2017-01-06,32.21
120586,2017-01-09,32.22
120586,2017-01-10,32.37
120586,2017-01-11,32.76
120586,2017-01-12,32.93
120586,2017-01-13,32.89
120586,2017-01-16,32.94
120586,2017-01-17,32.9
120586,2017-01-18,32.98
120586,2017-01-19,33.07
120586,2017-01-20,32.7
120586,2017-01-23,32.82
120586,2017-01-24,33.09
