amfi_code,date,nav
120465,2013-08-23,11.94
120465,2013-08-26,11.99
120465,2013-08-27,11.62
120465,2013-08-28,11.59
120465,2013-08-29,11.8
120465,2013-08-30,11.91
120465,2013-09-02,12.06
120465,2013-09-03,11.72
120465,2013-09-04,11.91
120465,2013-09-05,12.18
120465,2013-09-06,12.32
120465,2013-09-10,12.68
120465,2013-09-11,12.69
120465,2013-09-12,12.59
120465,2013-09-13,12.57
120465,2013-09-16,12.58
120465,2013-09-17,12.6
120465,2013-09-18,12.69
120465,2013-09-19,13.06
120465,2013-09-20,12.89
120465,2013-09-23,12.7
120465,2013-09-24,12.71
120465,2013-09-25,12.71
120465,2013-09-26,12.75
120465,2013-09-27,12.7
120465,2013-09-30,12.54
120465,2013-10-01,12.63
120465,2013-10-03,12.83
120465,2013-10-04,12.84
120465,2013-10-07,12.84
120465,2013-10-08,12.87
120465,2013-10-09,13.03
120465,2013-10-10,13.06
120465,2013-10-11,13.18
120465,2013-10-14,13.23
120465,2013-10-15,13.19
120465,2013-10-17,13.09
120465,2013-10-18,13.32
120465,2013-10-21,13.33
120465,2013-10-22,13.32
120465,2013-10-23,13.28
120465,2013-10-24,13.3
120465,2013-10-25,13.27
120465,2013-10-28,13.19
120465,2013-10-29,13.46
120465,2013-10-30,13.52
120465,2013-10-31,13.62
120465,2013-11-01,13.66
120465,2013-11-05,13.56
120465,2013-11-06,13.52
120465,2013-11-07,13.46
120465,2013-11-08,13.37
120465,2013-11-11,13.29
120465,2013-11-12,13.19
120465,2013-11-13,13.11
120465,2013-11-14,13.22
120465,2013-11-18,13.46
120465,2013-11-19,13.49
120465,2013-11-20,13.36
120465,2013-11-21,13.12
120465,2013-11-22,13.12
120465,2013-11-25,13.34
120465,2013-11-26,13.23
120465,2013-11-27,13.23
120465,2013-11-28,13.28
120465,2013-11-29,13.45
120465,2013-12-02,13.54
120465,2013-12-03,13.52
120465,2013-12-04,13.43
120465,2013-12-05,13.57
120465,2013-12-06,13.59
120465,2013-12-09,13.79
120465,2013-12-10,13.69
120465,2013-12-11,13.65
120465,2013-12-12,13.55
120465,2013-12-13,13.43
120465,2013-12-16,13.42
120465,2013-12-17,13.42
120465,2013-12-18,13.56
120465,2013-12-19,13.53
120465,2013-12-20,13.72
120465,2013-12-23,13.71
120465,2013-12-24,13.72
120465,2013-12-26,13.74
120465,2013-12-27,13.84
120465,2013-12-30,13.8
120465,2013-12-31,13.85
120465,2014-01-01,13.86
120465,2014-01-02,13.68
120465,2014-01-03,13.68
120465,2014-01-06,13.67
120465,2014-01-07,13.62
120465,2014-01-08,13.6
120465,2014-01-09,13.58
120465,2014-01-10,13.6
120465,2014-01-13,13.8
120465,2014-01-14,13.71
120465,2014-01-15,13.82
120465,2014-01-16,13.76
120465,2014-01-17,13.58
120465,2014-01-20,13.7
120465,2014-01-21,13.69
120465,2014-01-22,13.76
120465,2014-01-23,13.77
120465,2014-01-24,13.62
120465,2014-01-27,13.35
120465,2014-01-28,13.3
120465,2014-01-29,13.33
120465,2014-01-30,13.21
120465,2014-01-31,13.29
120465,2014-02-03,13.16
120465,2014-02-04,13.15
120465,2014-02-05,13.17
120465,2014-02-06,13.17
120465,2014-02-07,13.22
120465,2014-02-10,13.18
120465,2014-02-11,13.2
120465,2014-02-12,13.25
120465,2014-02-13,13.1
120465,2014-02-14,13.18
120465,2014-02-17,13.2
120465,2014-02-18,13.3
120465,2014-02-19,13.35
120465,2014-02-20,13.24
120465,2014-02-21,13.37
120465,2014-02-24,13.39
120465,2014-02-25,13.41
120465,2014-02-26,13.49
120465,2014-02-28,13.56
120465,2014-03-03,13.51
120465,2014-03-04,13.63
120465,2014-03-05,13.74
120465,2014-03-06,13.86
120465,2014-03-07,14.1
120465,2014-03-10,14.17
120465,2014-03-11,14.13
120465,2014-03-12,14.13
120465,2014-03-13,14.06
120465,2014-03-14,14.06
120465,2014-03-18,14.13
120465,2014-03-19,14.1
120465,2014-03-20,14.04
120465,2014-03-21,14.09
120465,2014-03-24,14.28
120465,2014-03-25,14.31
120465,2014-03-26,14.35
120465,2014-03-27,14.45
120465,2014-03-28,14.62
120465,2014-03-31,14.69
120465,2014-04-01,14.66
120465,2014-04-02,14.79
120465,2014-04-03,14.72
120465,2014-04-04,14.66
120465,2014-04-07,14.64
120465,2014-04-09,14.85
120465,2014-04-10,14.91
120465,2014-04-11,14.87
120465,2014-04-15,14.78
120465,2014-04-16,14.66
120465,2014-04-17,14.85
120465,2014-04-21,14.96
120465,2014-04-22,14.95
120465,2014-04-23,15.03
120465,2014-04-25,14.92
120465,2014-04-28,14.93
120465,2014-04-29,14.81
120465,2014-04-30,14.75
120465,2014-05-02,14.74
120465,2014-05-05,14.74
120465,2014-05-06,14.78
120465,2014-05-07,14.71
120465,2014-05-08,14.74
120465,2014-05-09,15.16
120465,2014-05-12,15.51
120465,2014-05-13,15.68
120465,2014-05-14,15.76
120465,2014-05-15,15.74
120465,2014-05-16,16.03
120465,2014-05-19,16.39
120465,2014-05-20,16.37
120465,2014-05-21,16.36
120465,2014-05-22,16.49
120465,2014-05-23,16.77
120465,2014-05-26,16.64
120465,2014-05-27,16.52
120465,2014-05-28,16.52
120465,2014-05-29,16.33
120465,2014-05-30,16.28
120465,2014-06-02,16.69
120465,2014-06-03,16.76
120465,2014-06-04,16.81
120465,2014-06-05,16.98
120465,2014-06-06,17.25
120465,2014-06-09,17.35
120465,2014-06-10,17.3
120465,2014-06-11,17.3
120465,2014-06-12,17.33
120465,2014-06-13,16.97
120465,2014-06-16,16.96
120465,2014-06-17,17.25
120465,2014-06-18,17.14
120465,2014-06-19,17.04
120465,2014-06-20,16.97
120465,2014-06-23,17.0
120465,2014-06-24,17.23
120465,2014-06-25,17.18
120465,2014-06-26,17.06
120465,2014-06-27,17.14
120465,2014-06-30,17.42
120465,2014-07-01,17.51
120465,2014-07-02,17.65
120465,2014-07-03,17.61
120465,2014-07-04,17.69
120465,2014-07-07,17.72
120465,2014-07-08,17.21
120465,2014-07-09,17.1
120465,2014-07-10,17.09
120465,2014-07-11,16.76
120465,2014-07-14,16.71
120465,2014-07-15,17.01
120465,2014-07-16,17.28
120465,2014-07-17,17.36
120465,2014-07-18,17.32
120465,2014-07-21,17.28
120465,2014-07-22,17.33
120465,2014-07-23,17.42
120465,2014-07-24,17.49
120465,2014-07-25,17.28
120465,2014-07-28,17.18
120465,2014-07-30,17.26
120465,2014-07-31,17.18
120465,2014-08-01,17.03
120465,2014-08-04,17.21
120465,2014-08-05,17.29
120465,2014-08-06,17.15
120465,2014-08-07,17.09
120465,2014-08-08,16.85
120465,2014-08-11,16.95
120465,2014-08-12,17.09
120465,2014-08-13,16.96
120465,2014-08-14,17.11
120465,2014-08-18,17.41
120465,2014-08-19,17.54
120465,2014-08-20,17.56
120465,2014-08-21,17.7
120465,2014-08-22,17.8
120465,2014-08-25,17.72
120465,2014-08-26,17.71
120465,2014-08-27,17.81
120465,2014-08-28,17.8
120465,2014-09-01,18.06
120465,2014-09-02,18.15
120465,2014-09-03,18.25
120465,2014-09-04,18.16
120465,2014-09-05,18.2
120465,2014-09-08,18.42
120465,2014-09-09,18.38
120465,2014-09-10,18.34
120465,2014-09-11,18.44
120465,2014-09-12,18.57
120465,2014-09-15,18.55
120465,2014-09-16,18.17
120465,2014-09-17,18.25
120465,2014-09-18,18.58
120465,2014-09-19,18.64
120465,2014-09-22,18.63
120465,2014-09-23,18.31
120465,2014-09-24,18.2
120465,2014-09-25,17.93
120465,2014-09-26,18.08
120465,2014-09-29,18.14
120465,2014-09-30,18.15
120465,2014-10-01,18.06
120465,2014-10-07,17.84
120465,2014-10-08,17.81
120465,2014-10-09,18.15
120465,2014-10-10,17.92
120465,2014-10-13,18.01
120465,2014-10-14,17.98
120465,2014-10-16,17.75
120465,2014-10-17,17.86
120465,2014-10-20,18.07
120465,2014-10-21,18.21
120465,2014-10-22,18.38
120465,2014-10-27,18.34
120465,2014-10-28,18.44
120465,2014-10-29,18.57
120465,2014-10-30,18.67
120465,2014-10-31,19.0
120465,2014-11-03,19.06
120465,2014-11-05,19.17
120465,2014-11-07,19.24
120465,2014-11-10,19.24
120465,2014-11-11,19.3
120465,2014-11-12,19.33
120465,2014-11-13,19.31
120465,2014-11-14,19.43
120465,2014-11-17,19.59
120465,2014-11-18,19.64
120465,2014-11-19,19.52
120465,2014-11-20,19.6
120465,2014-11-21,19.79
120465,2014-11-24,19.92
120465,2014-11-25,19.73
120465,2014-11-26,19.75
120465,2014-11-27,19.8
120465,2014-11-28,20.13
120465,2014-12-01,20.09
120465,2014-12-02,20.07
120465,2014-12-03,20.16
120465,2014-12-04,20.22
120465,2014-12-05,20.12
120465,2014-12-08,19.82
120465,2014-12-09,19.55
120465,2014-12-10,19.67
120465,2014-12-11,19.55
120465,2014-12-12,19.44
120465,2014-12-15,19.42
120465,2014-12-16,19.06
120465,2014-12-17,19.02
120465,2014-12-18,19.42
120465,2014-12-19,19.47
120465,2014-12-22,19.62
120465,2014-12-23,19.58
120465,2014-12-24,19.47
120465,2014-12-26,19.5
120465,2014-12-29,19.62
120465,2014-12-30,19.65
120465,2014-12-31,19.76
120465,2015-01-01,19.77
120465,2015-01-02,20.0
120465,2015-01-05,20.01
120465,2015-01-06,19.51
120465,2015-01-07,19.48
120465,2015-01-08,19.77
120465,2015-01-09,19.85
120465,2015-01-12,19.94
120465,2015-01-13,19.89
120465,2015-01-14,19.8
120465,2015-01-15,20.16
120465,2015-01-16,20.17
120465,2015-01-19,20.28
120465,2015-01-20,20.46
120465,2015-01-21,20.55
120465,2015-01-22,20.64
120465,2015-01-23,20.76
120465,2015-01-27,20.96
120465,2015-01-28,20.91
120465,2015-01-29,20.91
120465,2015-01-30,20.55
120465,2015-02-02,20.5
120465,2015-02-03,20.42
120465,2015-02-04,20.34
120465,2015-02-05,20.3
120465,2015-02-06,20.14
120465,2015-02-09,19.84
120465,2015-02-10,19.92
120465,2015-02-11,20.06
120465,2015-02-12,20.26
120465,2015-02-13,20.45
120465,2015-02-16,20.39
120465,2015-02-18,20.54
120465,2015-02-19,20.64
120465,2015-02-20,20.52
120465,2015-02-23,20.4
120465,2015-02-24,20.4
120465,2015-02-25,20.36
120465,2015-02-26,20.11
120465,2015-02-27,20.46
120465,2015-03-02,20.8
120465,2015-03-03,20.93
120465,2015-03-04,20.78
120465,2015-03-05,20.81
120465,2015-03-09,20.41
120465,2015-03-10,20.35
120465,2015-03-11,20.3
120465,2015-03-12,20.47
120465,2015-03-13,20.18
120465,2015-03-16,20.14
120465,2015-03-17,20.3
120465,2015-03-18,20.26
120465,2015-03-19,20.21
120465,2015-03-20,20.06
120465,2015-03-23,19.99
120465,2015-03-24,19.95
120465,2015-03-25,19.92
120465,2015-03-26,19.56
120465,2015-03-27,19.64
120465,2015-03-30,19.97
120465,2015-03-31,19.99
120465,2015-04-01,20.19
120465,2015-04-06,20.33
120465,2015-04-07,20.36
120465,2015-04-08,20.49
120465,2015-04-09,20.57
120465,2015-04-10,20.56
120465,2015-04-13,20.69
120465,2015-04-15,20.54
120465,2015-04-16,20.45
120465,2015-04-17,20.14
120465,2015-04-20,19.78
120465,2015-04-21,19.63
120465,2015-04-22,19.69
120465,2015-04-23,19.62
120465,2015-04-24,19.35
120465,2015-04-27,19.12
120465,2015-04-28,19.35
120465,2015-04-29,19.33
120465,2015-04-30,19.22
120465,2015-05-04,19.48
120465,2015-05-05,19.47
120465,2015-05-06,18.97
120465,2015-05-07,18.8
120465,2015-05-08,19.12
120465,2015-05-11,19.43
120465,2015-05-12,19.07
120465,2015-05-13,19.3
120465,2015-05-14,19.29
120465,2015-05-15,19.39
120465,2015-05-18,19.6
120465,2015-05-19,19.63
120465,2015-05-20,19.75
120465,2015-05-21,19.73
120465,2015-05-22,19.84
120465,2015-05-25,19.71
120465,2015-05-26,19.68
120465,2015-05-27,19.63
120465,2015-05-28,19.58
120465,2015-05-29,19.86
120465,2015-06-01,19.79
120465,2015-06-02,19.43
120465,2015-06-03,19.25
120465,2015-06-04,19.25
120465,2015-06-05,19.27
120465,2015-06-08,19.08
120465,2015-06-09,19.03
120465,2015-06-10,19.27
120465,2015-06-11,18.98
120465,2015-06-12,19.0
120465,2015-06-15,19.11
120465,2015-06-16,19.15
120465,2015-06-17,19.31
120465,2015-06-18,19.49
120465,2015-06-19,19.53
120465,2015-06-22,19.8
120465,2015-06-23,19.88
120465,2015-06-24,19.83
120465,2015-06-25,19.95
120465,2015-06-26,19.92
120465,2015-06-29,19.74
120465,2015-06-30,19.89
120465,2015-07-01,20.09
120465,2015-07-02,20.11
120465,2015-07-03,20.18
120465,2015-07-06,20.29
120465,2015-07-07,20.27
120465,2015-07-08,19.98
120465,2015-07-09,19.94
120465,2015-07-10,20.02
120465,2015-07-13,20.25
120465,2015-07-14,20.2
120465,2015-07-15,20.34
120465,2015-07-16,20.56
120465,2015-07-17,20.55
120465,2015-07-20,20.58
120465,2015-07-21,20.39
120465,2015-07-22,20.62
120465,2015-07-23,20.58
120465,2015-07-24,20.45
120465,2015-07-27,20.15
120465,2015-07-28,20.15
120465,2015-07-29,20.28
120465,2015-07-30,20.32
120465,2015-07-31,20.52
120465,2015-08-03,20.56
120465,2015-08-04,20.56
120465,2015-08-05,20.7
120465,2015-08-06,20.81
120465,2015-08-07,20.74
120465,2015-08-10,20.7
120465,2015-08-11,20.57
120465,2015-08-12,20.23
120465,2015-08-13,20.23
120465,2015-08-14,20.71
120465,2015-08-17,20.63
120465,2015-08-18,20.65
120465,2015-08-19,20.71
120465,2015-08-20,20.38
120465,2015-08-21,20.22
120465,2015-08-24,18.88
120465,2015-08-25,19.06
120465,2015-08-26,18.86
120465,2015-08-27,19.28
120465,2015-08-28,19.42
120465,2015-08-31,19.29
120465,2015-09-01,18.87
120465,2015-09-02,18.73
120465,2015-09-03,19.0
120465,2015-09-04,18.59
120465,2015-09-07,18.38
120465,2015-09-08,18.65
120465,2015-09-09,18.98
120465,2015-09-10,18.96
120465,2015-09-11,18.98
120465,2015-09-14,19.14
120465,2015-09-15,19.03
120465,2015-09-16,19.13
120465,2015-09-18,19.33
120465,2015-09-21,19.4
120465,2015-09-22,19.06
120465,2015-09-23,19.13
120465,2015-09-24,19.22
120465,2015-09-28,18.98
120465,2015-09-29,19.11
120465,2015-09-30,19.35
120465,2015-10-01,19.39
120465,2015-10-05,19.76
120465,2015-10-06,19.79
120465,2015-10-07,19.79
120465,2015-10-08,19.68
120465,2015-10-09,19.8
120465,2015-10-12,19.7
120465,2015-10-13,19.62
120465,2015-10-14,19.54
120465,2015-10-15,19.73
120465,2015-10-16,19.85
120465,2015-10-19,19.98
120465,2015-10-20,20.02
120465,2015-10-21,20.02
120465,2015-10-23,20.03
120465,2015-10-26,19.94
120465,2015-10-27,19.96
120465,2015-10-28,19.89
120465,2015-10-29,19.76
120465,2015-10-30,19.64
120465,2015-11-02,19.57
120465,2015-11-03,19.62
120465,2015-11-04,19.59
120465,2015-11-05,19.35
120465,2015-11-06,19.37
120465,2015-11-09,19.36
120465,2015-11-10,19.13
120465,2015-11-13,19.15
120465,2015-11-16,19.22
120465,2015-11-17,19.26
120465,2015-11-18,19.08
120465,2015-11-19,19.36
120465,2015-11-20,19.44
120465,2015-11-23,19.42
120465,2015-11-24,19.34
120465,2015-11-26,19.48
120465,2015-11-27,19.59
120465,2015-11-30,19.57
120465,2015-12-01,19.56
120465,2015-12-02,19.5
120465,2015-12-03,19.35
120465,2015-12-04,19.18
120465,2015-12-07,19.14
120465,2015-12-08,19.02
120465,2015-12-09,18.77
120465,2015-12-10,18.95
120465,2015-12-11,18.79
120465,2015-12-14,18.83
120465,2015-12-15,19.0
120465,2015-12-16,19.1
120465,2015-12-17,19.33
120465,2015-12-18,19.18
120465,2015-12-21,19.31
120465,2015-12-22,19.24
120465,2015-12-23,19.44
120465,2015-12-24,19.42
120465,2015-12-28,19.52
120465,2015-12-29,19.55
120465,2015-12-30,19.53
120465,2015-12-31,19.71
120465,2016-01-01,19.79
120465,2016-01-04,19.4
120465,2016-01-05,19.44
120465,2016-01-06,19.39
120465,2016-01-07,18.96
120465,2016-01-08,19.1
120465,2016-01-11,19.03
120465,2016-01-12,18.86
120465,2016-01-13,18.99
120465,2016-01-14,18.83
120465,2016-01-15,18.58
120465,2016-01-18,18.2
120465,2016-01-19,18.46
120465,2016-01-20,18.14
120465,2016-01-21,18.08
120465,2016-01-22,18.39
120465,2016-01-25,18.4
120465,2016-01-27,18.42
120465,2016-01-28,18.42
120465,2016-01-29,18.73
120465,2016-02-01,18.73
120465,2016-02-02,18.49
120465,2016-02-03,18.28
120465,2016-02-04,18.26
120465,2016-02-05,18.49
120465,2016-02-08,18.31
120465,2016-02-09,18.05
120465,2016-02-10,17.86
120465,2016-02-11,17.27
120465,2016-02-12,17.35
120465,2016-02-15,17.76
120465,2016-02-16,17.42
120465,2016-02-17,17.58
120465,2016-02-18,17.72
120465,2016-02-19,17.77
120465,2016-02-22,17.87
120465,2016-02-23,17.64
120465,2016-02-24,17.46
120465,2016-02-25,17.3
120465,2016-02-26,17.38
120465,2016-02-29,17.32
120465,2016-03-01,17.8
120465,2016-03-02,18.1
120465,2016-03-03,18.33
120465,2016-03-04,18.34
120465,2016-03-08,18.26
120465,2016-03-09,18.38
120465,2016-03-10,18.28
120465,2016-03-11,18.3
120465,2016-03-14,18.37
120465,2016-03-15,18.21
120465,2016-03-16,18.3
120465,2016-03-17,18.37
120465,2016-03-18,18.57
120465,2016-03-21,18.82
120465,2016-03-22,18.85
120465,2016-03-23,18.87
120465,2016-03-28,18.57
120465,2016-03-29,18.54
120465,2016-03-30,18.81
120465,2016-03-31,18.89
120465,2016-04-01,18.83
120465,2016-04-04,19.04
120465,2016-04-05,18.62
120465,2016-04-06,18.68
120465,2016-04-07,18.51
120465,2016-04-08,18.59
120465,2016-04-11,18.82
120465,2016-04-12,18.97
120465,2016-04-13,19.27
120465,2016-04-18,19.45
120465,2016-04-20,19.54
120465,2016-04-21,19.56
120465,2016-04-22,19.57
120465,2016-04-25,19.44
120465,2016-04-26,19.71
120465,2016-04-27,19.72
120465,2016-04-28,19.42
120465,2016-04-29,19.49
120465,2016-05-02,19.43
120465,2016-05-03,19.36
120465,2016-05-04,19.27
120465,2016-05-05,19.33
120465,2016-05-06,19.34
120465,2016-05-09,19.63
120465,2016-05-10,19.67
120465,2016-05-11,19.67
120465,2016-05-12,19.74
120465,2016-05-13,19.61
120465,2016-05-16,19.66
120465,2016-05-17,19.69
120465,2016-05-18,19.61
120465,2016-05-19,19.36
120465,2016-05-20,19.21
120465,2016-05-23,19.1
120465,2016-05-24,19.12
120465,2016-05-25,19.51
120465,2016-05-26,19.84
120465,2016-05-27,20.0
120465,2016-05-30,20.06
120465,2016-05-31,20.12
120465,2016-06-01,20.09
120465,2016-06-02,20.19
120465,2016-06-03,20.17
120465,2016-06-06,20.17
120465,2016-06-07,20.3
120465,2016-06-08,20.34
120465,2016-06-09,20.22
120465,2016-06-10,20.11
120465,2016-06-13,19.94
120465,2016-06-14,19.96
120465,2016-06-15,20.2
120465,2016-06-16,20.06
120465,2016-06-17,20.11
120465,2016-06-20,20.23
120465,2016-06-21,20.2
120465,2016-06-22,20.12
120465,2016-06-23,20.26
120465,2016-06-24,19.84
120465,2016-06-27,19.87
120465,2016-06-28,19.93
120465,2016-06-29,20.12
120465,2016-06-30,20.31
120465,2016-07-01,20.41
120465,2016-07-04,20.61
120465,2016-07-05,20.54
120465,2016-07-07,20.45
120465,2016-07-08,20.41
120465,2016-07-11,20.7
120465,2016-07-12,20.81
120465,2016-07-13,20.74
120465,2016-07-14,20.87
120465,2016-07-15,20.79
120465,2016-07-18,20.69
120465,2016-07-19,20.72
120465,2016-07-20,20.77
120465,2016-07-21,20.65
120465,2016-07-22,20.76
120465,2016-07-25,20.98
120465,2016-07-26,20.85
120465,2016-07-27,21.02
120465,2016-07-28,21.1
120465,2016-07-29,21.06
120465,2016-08-01,20.96
120465,2016-08-02,20.89
120465,2016-08-03,20.69
120465,2016-08-04,20.69
120465,2016-08-05,20.99
120465,2016-08-08,21.06
120465,2016-08-09,21.0
120465,2016-08-10,20.8
120465,2016-08-11,20.71
120465,2016-08-12,20.86
120465,2016-08-16,20.82
120465,2016-08-17,20.83
120465,2016-08-18,21.0
120465,2016-08-19,21.1
120465,2016-08-22,21.03
120465,2016-08-23,21.06
120465,2016-08-24,21.19
120465,2016-08-25,21.03
120465,2016-08-26,21.02
120465,2016-08-29,21.13
120465,2016-08-30,21.38
120465,2016-08-31,21.58
120465,2016-09-01,21.55
120465,2016-09-02,21.64
120465,2016-09-06,21.92
120465,2016-09-07,21.87
120465,2016-09-08,21.99
120465,2016-09-09,21.79
120465,2016-09-12,21.37
120465,2016-09-14,21.43
120465,2016-09-15,21.52
120465,2016-09-16,21.46
120465,2016-09-19,21.47
120465,2016-09-20,21.43
120465,2016-09-21,21.42
120465,2016-09-22,21.66
120465,2016-09-23,21.61
120465,2016-09-26,21.4
120465,2016-09-27,21.36
120465,2016-09-28,21.47
120465,2016-09-29,21.03
120465,2016-09-30,21.17
120465,2016-10-03,21.62
120465,2016-10-04,21.64
120465,2016-10-05,21.65
120465,2016-10-06,21.51
120465,2016-10-07,21.47
120465,2016-10-10,21.51
120465,2016-10-13,21.17
120465,2016-10-14,21.15
120465,2016-10-17,20.91
120465,2016-10-18,21.21
120465,2016-10-19,21.18
120465,2016-10-20,21.26
120465,2016-10-21,21.3
120465,2016-10-24,21.32
120465,2016-10-25,21.28
120465,2016-10-26,21.13
120465,2016-10-27,21.02
120465,2016-10-28,21.17
120465,2016-11-01,21.15
120465,2016-11-02,20.88
120465,2016-11-03,20.76
120465,2016-11-04,20.57
120465,2016-11-07,20.63
120465,2016-11-08,20.73
120465,2016-11-09,20.55
120465,2016-11-10,20.64
120465,2016-11-11,20.09
120465,2016-11-15,19.47
120465,2016-11-16,19.56
120465,2016-11-17,19.48
120465,2016-11-18,19.48
120465,2016-11-21,19.08
120465,2016-11-22,19.25
120465,2016-11-23,19.31
120465,2016-11-24,19.13
120465,2016-11-25,19.38
120465,2016-11-28,19.4
120465,2016-11-29,19.43
120465,2016-11-30,19.67
120465,2016-12-01,19.57
120465,2016-12-02,19.25
120465,2016-12-05,19.37
120465,2016-12-06,19.42
120465,2016-12-07,19.31
120465,2016-12-08,19.6
120465,2016-12-09,19.63
120465,2016-12-12,19.42
120465,2016-12-13,19.41
120465,2016-12-14,19.29
120465,2016-12-15,19.24
120465,2016-12-16,19.28
120465,2016-12-19,19.14
120465,2016-12-20,19.04
120465,2016-12-21,19.02
120465,2016-12-22,18.8
120465,2016-12-23,18.8
120465,2016-12-26,18.59
120465,2016-12-27,18.84
120465,2016-12-28,18.89
120465,2016-12-29,19.05
120465,2016-12-30,19.19
120465,2017-01-02,19.21
120465,2017-01-03,19.28
120465,2017-01-04,19.23
120465,2017-01-05,19.41
120465,2017-01-06,19.36
120465,2017-01-09,19.34
120465,2017-01-10,19.47
120465,2017-01-11,19.68
120465,2017-01-12,19.74
120465,2017-01-13,19.68
120465,2017-01-16,19.75
120465,2017-01-17,19.77
120465,2017-01-18,19.89
120465,2017-01-19,19.93
120465,2017-01-20,19.72
120465,2017-01-23,19.82
120465,2017-01-24,20.01
